,timestamp,cpu_utilization,device_name,vendor,model,os,version,hw_revision,role,ip_address,mem_utilization
0,1716582099,,E-1-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_hub,10.3.1.1,32.0
1,1716582099,34,E-1-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_hub,10.3.1.1,
2,1716582099,,E-1-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_hub,10.3.1.2,34.0
3,1716582099,34,E-1-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_hub,10.3.1.2,
4,1716582099,,E-2-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.2.1,30.0
5,1716582099,33,E-2-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.2.1,
6,1716582099,,E-2-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.2.2,34.0
7,1716582099,31,E-2-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.2.2,
8,1716582099,,E-3-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.3.1,34.0
9,1716582099,30,E-3-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.3.1,
10,1716582099,,E-3-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.3.2,32.0
11,1716582099,34,E-3-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.3.2,
12,1716582099,,E-4-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.4.1,31.0
13,1716582099,33,E-4-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.4.1,
14,1716582099,,E-4-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.4.2,33.0
15,1716582099,32,E-4-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.4.2,
16,1716582099,,E-5-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.5.1,32.0
17,1716582099,32,E-5-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.5.1,
18,1716582099,,E-5-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.5.2,33.0
19,1716582099,34,E-5-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.5.2,
20,1716582099,,E-6-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.6.1,30.0
21,1716582099,32,E-6-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.6.1,
22,1716582099,,E-6-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.6.2,30.0
23,1716582099,34,E-6-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.6.2,
24,1716582099,,E-7-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.7.1,32.0
25,1716582099,31,E-7-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.7.1,
26,1716582099,,E-7-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.7.2,32.0
27,1716582099,32,E-7-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.7.2,
28,1716582099,,E-8-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.8.1,31.0
29,1716582099,31,E-8-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.8.1,
30,1716582099,,E-8-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.8.2,30.0
31,1716582099,32,E-8-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.8.2,
32,1716582099,,E-9-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.9.1,33.0
33,1716582099,30,E-9-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.9.1,
34,1716582099,,E-9-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.9.2,32.0
35,1716582099,34,E-9-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.9.2,
36,1716582099,,E-10-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.10.1,30.0
37,1716582099,32,E-10-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.10.1,
38,1716582099,,E-10-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.10.2,33.0
39,1716582099,34,E-10-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.10.2,
40,1716582099,,E-11-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.11.1,33.0
41,1716582099,32,E-11-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.11.1,
42,1716582099,,E-11-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.11.2,30.0
43,1716582099,34,E-11-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.11.2,
44,1716582099,,E-12-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.12.1,33.0
45,1716582099,30,E-12-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.12.1,
46,1716582099,,E-12-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.12.2,34.0
47,1716582099,32,E-12-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.12.2,
48,1716582099,,E-13-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.13.1,34.0
49,1716582099,31,E-13-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.13.1,
50,1716582099,,E-13-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.13.2,32.0
51,1716582099,31,E-13-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.13.2,
52,1716582099,,E-14-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.14.1,33.0
53,1716582099,31,E-14-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.14.1,
54,1716582099,,E-14-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.14.2,31.0
55,1716582099,30,E-14-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.14.2,
56,1716582099,,E-15-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.15.1,31.0
57,1716582099,34,E-15-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.15.1,
58,1716582099,,E-15-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.15.2,31.0
59,1716582099,34,E-15-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.15.2,
60,1716582099,,E-16-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.16.1,32.0
61,1716582099,30,E-16-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.16.1,
62,1716582099,,E-16-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.16.2,32.0
63,1716582099,30,E-16-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.16.2,
64,1716582099,,E-17-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.17.1,33.0
65,1716582099,31,E-17-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.17.1,
66,1716582099,,E-17-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.17.2,34.0
67,1716582099,33,E-17-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.17.2,
68,1716582099,,E-18-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.18.1,32.0
69,1716582099,30,E-18-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.18.1,
70,1716582099,,E-18-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.18.2,33.0
71,1716582099,30,E-18-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.18.2,
72,1716582099,,E-19-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.19.1,33.0
73,1716582099,34,E-19-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.19.1,
74,1716582099,,E-19-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.19.2,34.0
75,1716582099,32,E-19-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.19.2,
76,1716582099,,E-20-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.20.1,33.0
77,1716582099,34,E-20-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.20.1,
78,1716582099,,E-20-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.20.2,30.0
79,1716582099,34,E-20-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.20.2,
80,1716582099,,E-21-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.21.1,33.0
81,1716582099,30,E-21-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.21.1,
82,1716582099,,E-21-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.21.2,34.0
83,1716582099,30,E-21-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.21.2,
84,1716582099,,E-22-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.22.1,33.0
85,1716582099,33,E-22-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.22.1,
86,1716582099,,E-22-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.22.2,33.0
87,1716582099,34,E-22-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.22.2,
88,1716582099,,E-23-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.23.1,34.0
89,1716582099,30,E-23-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.23.1,
90,1716582099,,E-23-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.23.2,33.0
91,1716582099,30,E-23-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.23.2,
92,1716582099,,E-24-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.24.1,32.0
93,1716582099,32,E-24-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.24.1,
94,1716582099,,E-24-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.24.2,32.0
95,1716582099,34,E-24-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.24.2,
96,1716582099,,E-25-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.25.1,31.0
97,1716582099,31,E-25-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.25.1,
98,1716582099,,E-25-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.25.2,30.0
99,1716582099,33,E-25-2,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.25.2,
100,1716582099,,E-26-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.26.1,32.0
101,1716582099,30,E-26-1,Versa,versa_1,VOS,21.1.0,hw-versa-0001,vedge_branch,10.3.26.1,
